REF_AREA,Geographic area,INDICATOR,Indicator,UNIT_MULTIPLIER,Unit multiplier,UNIT_MEASURE,Unit of measure,Value
FRA,France,MALARIA,Malaria,,,IDX,Index,0.0
FRA,France,MAT_HEALTH,Maternal health,,,IDX,Index,0.2
FRA,France,POLLUTION_AIR,Air pollution,,,IDX,Index,4.1
FRA,France,POLLUTION_LEAD,Lead pollution,,,IDX,Index,4.5
FRA,France,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,8.5
FRA,France,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.0
"FRA,France,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,2.2"
FRA,France,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,2.7
FRA,France,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,0.8
FRA,France,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
FRA,France,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.5
"FRA,France,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0"
FRA,France,WATER_SCARCITY,Water scarcity,,,IDX,Index,6.2
FRA,France,ZIKA,Zika,,,IDX,Index,0.0
GAB,Gabon,AEDES,Aedes,,,IDX,Index,8.4
GAB,Gabon,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.1
GAB,Gabon,CHLD_HEALTH,Child health,,,IDX,Index,7.9
GAB,Gabon,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,7.1
GAB,Gabon,CHLD_NUTRITION,Child nutrition,,,IDX,Index,6.8
GAB,Gabon,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,4.8
GAB,Gabon,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,5.4
GAB,Gabon,COMM_ASSETS,Communication assets,,,IDX,Index,2.7
GAB,Gabon,DENGUE,Dengue,,,IDX,Index,9.1
GAB,Gabon,EDUCATION,Education,,,IDX,Index,3.4
GAB,Gabon,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
GAB,Gabon,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.9
GAB,Gabon,HEATWAVES,Heatwaves,,,IDX,Index,9.1
GAB,Gabon,MALARIA,Malaria,,,IDX,Index,4.6
GAB,Gabon,MAT_HEALTH,Maternal health,,,IDX,Index,6.7
GAB,Gabon,POLLUTION_AIR,Air pollution,,,IDX,Index,7.5
GAB,Gabon,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.5
GAB,Gabon,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,5.6
GAB,Gabon,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,4.6
"GAB,Gabon,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,5.7"
GAB,Gabon,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,6
GAB,Gabon,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,8.4
GAB,Gabon,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
GAB,Gabon,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.2
"GAB,Gabon,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,3.1"
GAB,Gabon,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
GAB,Gabon,ZIKA,Zika,,,IDX,Index,9.2
GBR,United Kingdom,AEDES,Aedes,,,IDX,Index,0.0
GBR,United Kingdom,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,3.8
GBR,United Kingdom,CHLD_HEALTH,Child health,,,IDX,Index,1.3
GBR,United Kingdom,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2.3
GBR,United Kingdom,CHLD_NUTRITION,Child nutrition,,,IDX,Index,4.6
GBR,United Kingdom,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,1.3
GBR,United Kingdom,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,5.6
GBR,United Kingdom,COMM_ASSETS,Communication assets,,,IDX,Index,2.8
GBR,United Kingdom,DENGUE,Dengue,,,IDX,Index,0.0
GBR,United Kingdom,EDUCATION,Education,,,IDX,Index,0.6
GBR,United Kingdom,FLOODS_COASTAL,Coastal floods,,,IDX,Index,7.6
GBR,United Kingdom,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.8
GBR,United Kingdom,HEATWAVES,Heatwaves,,,IDX,Index,9.2
GBR,United Kingdom,MALARIA,Malaria,,,IDX,Index,0.0
GBR,United Kingdom,MAT_HEALTH,Maternal health,,,IDX,Index,1.1
GBR,United Kingdom,POLLUTION_AIR,Air pollution,,,IDX,Index,4.4
GBR,United Kingdom,POLLUTION_LEAD,Lead pollution,,,IDX,Index,4.2
GBR,United Kingdom,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,8.7
GBR,United Kingdom,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.0
"GBR,United Kingdom,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,2.4"
GBR,United Kingdom,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,3.8
GBR,United Kingdom,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,0.5
GBR,United Kingdom,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
GBR,United Kingdom,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,0.0
"GBR,United Kingdom,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0"
GBR,United Kingdom,WATER_SCARCITY,Water scarcity,,,IDX,Index,5.4
GBR,United Kingdom,ZIKA,Zika,,,IDX,Index,0.0
GEO,Georgia,AEDES,Aedes,,,IDX,Index,2.7
GEO,Georgia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,2.6
GEO,Georgia,CHLD_HEALTH,Child health,,,IDX,Index,1.8
GEO,Georgia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,3
GEO,Georgia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,2.9
GEO,Georgia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,2.3
GEO,Georgia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,2.8
GEO,Georgia,COMM_ASSETS,Communication assets,,,IDX,Index,2.2
GEO,Georgia,DENGUE,Dengue,,,IDX,Index,4.6
GEO,Georgia,EDUCATION,Education,,,IDX,Index,1.5
GEO,Georgia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
GEO,Georgia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.7
GEO,Georgia,HEATWAVES,Heatwaves,,,IDX,Index,0.0
GEO,Georgia,MALARIA,Malaria,,,IDX,Index,2.1
GEO,Georgia,MAT_HEALTH,Maternal health,,,IDX,Index,4.2
GEO,Georgia,POLLUTION_AIR,Air pollution,,,IDX,Index,4.3
GEO,Georgia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.9
GEO,Georgia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,8.2
GEO,Georgia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,6.5
"GEO,Georgia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,3.9"
GEO,Georgia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,4.3
GEO,Georgia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,5.2
GEO,Georgia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
GEO,Georgia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,2.5
"GEO,Georgia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0.8"
GEO,Georgia,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
GEO,Georgia,ZIKA,Zika,,,IDX,Index,0.0
GHA,Ghana,AEDES,Aedes,,,IDX,Index,9.5
GHA,Ghana,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,6.9
GHA,Ghana,CHLD_HEALTH,Child health,,,IDX,Index,4
GHA,Ghana,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,5.9
GHA,Ghana,CHLD_NUTRITION,Child nutrition,,,IDX,Index,6.8
GHA,Ghana,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,5.0
GHA,Ghana,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,8.2
GHA,Ghana,COMM_ASSETS,Communication assets,,,IDX,Index,4.0
GHA,Ghana,DENGUE,Dengue,,,IDX,Index,10.0
GHA,Ghana,EDUCATION,Education,,,IDX,Index,2.5
GHA,Ghana,FLOODS_COASTAL,Coastal floods,,,IDX,Index,10.0
GHA,Ghana,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.8
GHA,Ghana,HEATWAVES,Heatwaves,,,IDX,Index,9.3
GHA,Ghana,MALARIA,Malaria,,,IDX,Index,6.2
GHA,Ghana,MAT_HEALTH,Maternal health,,,IDX,Index,6.9
GHA,Ghana,POLLUTION_AIR,Air pollution,,,IDX,Index,9.9
GHA,Ghana,POLLUTION_LEAD,Lead pollution,,,IDX,Index,6.6
GHA,Ghana,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,4.1
GHA,Ghana,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,5.5
"GHA,Ghana,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,5.8"
GHA,Ghana,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,6.1
GHA,Ghana,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7.4
GHA,Ghana,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
GHA,Ghana,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,9.1
"GHA,Ghana,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,5.6"
GHA,Ghana,WATER_SCARCITY,Water scarcity,,,IDX,Index,7.8
GHA,Ghana,ZIKA,Zika,,,IDX,Index,9.1
GIN,Guinea,AEDES,Aedes,,,IDX,Index,9.5
GIN,Guinea,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,8.4
GIN,Guinea,CHLD_HEALTH,Child health,,,IDX,Index,10
GIN,Guinea,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,9.4
GIN,Guinea,CHLD_NUTRITION,Child nutrition,,,IDX,Index,8.4
GIN,Guinea,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,8.9
GIN,Guinea,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,7.7
GIN,Guinea,COMM_ASSETS,Communication assets,,,IDX,Index,8.3
GIN,Guinea,DENGUE,Dengue,,,IDX,Index,9.8
GIN,Guinea,EDUCATION,Education,,,IDX,Index,8.7
GIN,Guinea,FLOODS_COASTAL,Coastal floods,,,IDX,Index,10.0
GIN,Guinea,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.9
GIN,Guinea,HEATWAVES,Heatwaves,,,IDX,Index,6.9
GIN,Guinea,MALARIA,Malaria,,,IDX,Index,5.7
GIN,Guinea,MAT_HEALTH,Maternal health,,,IDX,Index,9.7
GIN,Guinea,POLLUTION_AIR,Air pollution,,,IDX,Index,9.8
GIN,Guinea,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.7
GIN,Guinea,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,3.2
GIN,Guinea,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.8
"GIN,Guinea,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,8.3"
GIN,Guinea,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,8.7
GIN,Guinea,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,7.9
GIN,Guinea,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
GIN,Guinea,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.8
"GIN,Guinea,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,9.3"
GIN,Guinea,WATER_SCARCITY,Water scarcity,,,IDX,Index,4.1
GIN,Guinea,ZIKA,Zika,,,IDX,Index,8.7
GMB,Gambia,AEDES,Aedes,,,IDX,Index,9.2
GMB,Gambia,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,6.8
GMB,Gambia,CHLD_HEALTH,Child health,,,IDX,Index,5.1
GMB,Gambia,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,7.2
GMB,Gambia,CHLD_NUTRITION,Child nutrition,,,IDX,Index,7.3
GMB,Gambia,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,7.1
GMB,Gambia,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.5
GMB,Gambia,COMM_ASSETS,Communication assets,,,IDX,Index,5.7
GMB,Gambia,DENGUE,Dengue,,,IDX,Index,9.2
GMB,Gambia,EDUCATION,Education,,,IDX,Index,7.8
GMB,Gambia,FLOODS_COASTAL,Coastal floods,,,IDX,Index,9.9
GMB,Gambia,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.1
GMB,Gambia,HEATWAVES,Heatwaves,,,IDX,Index,0.0
GMB,Gambia,MALARIA,Malaria,,,IDX,Index,5.2
GMB,Gambia,MAT_HEALTH,Maternal health,,,IDX,Index,9.1
GMB,Gambia,POLLUTION_AIR,Air pollution,,,IDX,Index,8.9
GMB,Gambia,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.1
GMB,Gambia,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,6.0
GMB,Gambia,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,7.9
"GMB,Gambia,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,6.4"
GMB,Gambia,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,7.1
GMB,Gambia,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,x
GMB,Gambia,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
GMB,Gambia,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,7.6
"GMB,Gambia,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,7.1"
GMB,Gambia,WATER_SCARCITY,Water scarcity,,,IDX,Index,2.0
GMB,Gambia,ZIKA,Zika,,,IDX,Index,4.3
GNB,Guinea-Bissau,AEDES,Aedes,,,IDX,Index,9.1
GNB,Guinea-Bissau,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,8.4
GNB,Guinea-Bissau,CHLD_HEALTH,Child health,,,IDX,Index,6.6
GNB,Guinea-Bissau,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,8.4
GNB,Guinea-Bissau,CHLD_NUTRITION,Child nutrition,,,IDX,Index,9
GNB,Guinea-Bissau,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,9.5
GNB,Guinea-Bissau,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.4
GNB,Guinea-Bissau,COMM_ASSETS,Communication assets,,,IDX,Index,8.9
GNB,Guinea-Bissau,DENGUE,Dengue,,,IDX,Index,8.9
GNB,Guinea-Bissau,EDUCATION,Education,,,IDX,Index,10
GNB,Guinea-Bissau,FLOODS_COASTAL,Coastal floods,,,IDX,Index,9.7
GNB,Guinea-Bissau,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.6
GNB,Guinea-Bissau,HEATWAVES,Heatwaves,,,IDX,Index,3.7
GNB,Guinea-Bissau,MALARIA,Malaria,,,IDX,Index,5.1
GNB,Guinea-Bissau,MAT_HEALTH,Maternal health,,,IDX,Index,9.5
GNB,Guinea-Bissau,POLLUTION_AIR,Air pollution,,,IDX,Index,9.1
GNB,Guinea-Bissau,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.1
GNB,Guinea-Bissau,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,0.0
GNB,Guinea-Bissau,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,6.4
"GNB,Guinea-Bissau,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,9.5"
GNB,Guinea-Bissau,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
GNB,Guinea-Bissau,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,10
GNB,Guinea-Bissau,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
GNB,Guinea-Bissau,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.0
"GNB,Guinea-Bissau,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,9.9"
GNB,Guinea-Bissau,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
GNB,Guinea-Bissau,ZIKA,Zika,,,IDX,Index,7.8
GNQ,Equatorial Guinea,AEDES,Aedes,,,IDX,Index,7.1
GNQ,Equatorial Guinea,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,7.5
GNQ,Equatorial Guinea,CHLD_HEALTH,Child health,,,IDX,Index,10
GNQ,Equatorial Guinea,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,7.9
GNQ,Equatorial Guinea,CHLD_NUTRITION,Child nutrition,,,IDX,Index,5.6
GNQ,Equatorial Guinea,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,8.9
GNQ,Equatorial Guinea,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,5.1
GNQ,Equatorial Guinea,COMM_ASSETS,Communication assets,,,IDX,Index,7.8
GNQ,Equatorial Guinea,DENGUE,Dengue,,,IDX,Index,8.7
GNQ,Equatorial Guinea,EDUCATION,Education,,,IDX,Index,10
GNQ,Equatorial Guinea,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
GNQ,Equatorial Guinea,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.0
GNQ,Equatorial Guinea,HEATWAVES,Heatwaves,,,IDX,Index,9.2
GNQ,Equatorial Guinea,MALARIA,Malaria,,,IDX,Index,4.3
GNQ,Equatorial Guinea,MAT_HEALTH,Maternal health,,,IDX,Index,8.2
GNQ,Equatorial Guinea,POLLUTION_AIR,Air pollution,,,IDX,Index,7.5
GNQ,Equatorial Guinea,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.6
GNQ,Equatorial Guinea,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,5.0
GNQ,Equatorial Guinea,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,4.3
"GNQ,Equatorial Guinea,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,7.8"
GNQ,Equatorial Guinea,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
GNQ,Equatorial Guinea,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,x
GNQ,Equatorial Guinea,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
GNQ,Equatorial Guinea,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,7.2
"GNQ,Equatorial Guinea,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,9.7"
GNQ,Equatorial Guinea,WATER_SCARCITY,Water scarcity,,,IDX,Index,0.0
GNQ,Equatorial Guinea,ZIKA,Zika,,,IDX,Index,7.6
GRC,Greece,AEDES,Aedes,,,IDX,Index,6.6
GRC,Greece,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,3.3
GRC,Greece,CHLD_HEALTH,Child health,,,IDX,Index,1
GRC,Greece,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,2.7
GRC,Greece,CHLD_NUTRITION,Child nutrition,,,IDX,Index,3.2
GRC,Greece,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,1.7
GRC,Greece,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,4.7
GRC,Greece,COMM_ASSETS,Communication assets,,,IDX,Index,2.9
GRC,Greece,DENGUE,Dengue,,,IDX,Index,3.5
GRC,Greece,EDUCATION,Education,,,IDX,Index,0.6
GRC,Greece,FLOODS_COASTAL,Coastal floods,,,IDX,Index,1.9
GRC,Greece,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,4.0
GRC,Greece,HEATWAVES,Heatwaves,,,IDX,Index,2.7
GRC,Greece,MALARIA,Malaria,,,IDX,Index,0.0
GRC,Greece,MAT_HEALTH,Maternal health,,,IDX,Index,3.8
GRC,Greece,POLLUTION_AIR,Air pollution,,,IDX,Index,4.7
GRC,Greece,POLLUTION_LEAD,Lead pollution,,,IDX,Index,3.6
GRC,Greece,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,7.0
GRC,Greece,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,5.6
"GRC,Greece,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,3.4"
GRC,Greece,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,3.7
GRC,Greece,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,3.7
GRC,Greece,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
GRC,Greece,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,3.0
"GRC,Greece,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,0"
GRC,Greece,WATER_SCARCITY,Water scarcity,,,IDX,Index,9.4
GRC,Greece,ZIKA,Zika,,,IDX,Index,0.0
GTM,Guatemala,AEDES,Aedes,,,IDX,Index,7.8
GTM,Guatemala,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.9
GTM,Guatemala,CHLD_HEALTH,Child health,,,IDX,Index,3.8
GTM,Guatemala,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,6.3
GTM,Guatemala,CHLD_NUTRITION,Child nutrition,,,IDX,Index,8.7
GTM,Guatemala,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,5.1
GTM,Guatemala,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.6
GTM,Guatemala,COMM_ASSETS,Communication assets,,,IDX,Index,3.3
GTM,Guatemala,DENGUE,Dengue,,,IDX,Index,7.6
GTM,Guatemala,EDUCATION,Education,,,IDX,Index,4.6
GTM,Guatemala,FLOODS_COASTAL,Coastal floods,,,IDX,Index,0.0
GTM,Guatemala,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,5.5
GTM,Guatemala,HEATWAVES,Heatwaves,,,IDX,Index,6.0
GTM,Guatemala,MALARIA,Malaria,,,IDX,Index,6.7
GTM,Guatemala,MAT_HEALTH,Maternal health,,,IDX,Index,6.3
GTM,Guatemala,POLLUTION_AIR,Air pollution,,,IDX,Index,5.0
GTM,Guatemala,POLLUTION_LEAD,Lead pollution,,,IDX,Index,9.7
GTM,Guatemala,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,9.5
GTM,Guatemala,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,9.6
"GTM,Guatemala,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,7.2"
GTM,Guatemala,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,9.7
GTM,Guatemala,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,8.5
GTM,Guatemala,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,7.5
GTM,Guatemala,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,7.4
"GTM,Guatemala,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,2.4"
GTM,Guatemala,WATER_SCARCITY,Water scarcity,,,IDX,Index,6.5
GTM,Guatemala,ZIKA,Zika,,,IDX,Index,7.3
GUY,Guyana,AEDES,Aedes,,,IDX,Index,8.9
GUY,Guyana,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,4.8
GUY,Guyana,CHLD_HEALTH,Child health,,,IDX,Index,3.1
GUY,Guyana,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,5.1
GUY,Guyana,CHLD_NUTRITION,Child nutrition,,,IDX,Index,6.3
GUY,Guyana,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,3.3
GUY,Guyana,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.0
GUY,Guyana,COMM_ASSETS,Communication assets,,,IDX,Index,4.7
GUY,Guyana,DENGUE,Dengue,,,IDX,Index,8.8
GUY,Guyana,EDUCATION,Education,,,IDX,Index,1
GUY,Guyana,FLOODS_COASTAL,Coastal floods,,,IDX,Index,9.3
GUY,Guyana,FLOODS_RIVERINE,Riverine floods,,,IDX,Index,8.6
GUY,Guyana,HEATWAVES,Heatwaves,,,IDX,Index,4.6
GUY,Guyana,MALARIA,Malaria,,,IDX,Index,6.2
GUY,Guyana,MAT_HEALTH,Maternal health,,,IDX,Index,5.8
GUY,Guyana,POLLUTION_AIR,Air pollution,,,IDX,Index,3.8
GUY,Guyana,POLLUTION_LEAD,Lead pollution,,,IDX,Index,6.1
GUY,Guyana,POLLUTION_PESTICIDE,Pesticide pollution,,,IDX,Index,1.3
GUY,Guyana,POLLUTION_SOIL_WATER,Soil and water pollution,,,IDX,Index,4.1
"GUY,Guyana,POV_COMM_ASSETS_SOC_PROT,""Poverty, communication assets, and social protection"",,,IDX,Index,4.7"
GUY,Guyana,POV_INEQUITY,Poverty and Inequality,,,IDX,Index,x
GUY,Guyana,SOC_PROT_ECON_EMPOW,Social protection and economic empowerment,,,IDX,Index,x
GUY,Guyana,TROPICAL_CYCLONES,Tropical cyclones,,,IDX,Index,0.0
GUY,Guyana,VECTOR_BORNE_DISEASE,Vector borne diseases,,,IDX,Index,8.1
"GUY,Guyana,WASH,""Water, sanitation, and hygiene"",,,IDX,Index,2.2"
GUY,Guyana,WATER_SCARCITY,Water scarcity,,,IDX,Index,2.2
GUY,Guyana,ZIKA,Zika,,,IDX,Index,7.7
HND,Honduras,AEDES,Aedes,,,IDX,Index,8.7
HND,Honduras,CHLD_CLIMATE_ENV_RISK_INDEX,Children's Climate and Environment Risk Index,,,IDX,Index,5.5
HND,Honduras,CHLD_HEALTH,Child health,,,IDX,Index,2.2
HND,Honduras,CHLD_HEALTH_NUTRITION,Child health and nutrition,,,IDX,Index,4.7
HND,Honduras,CHLD_NUTRITION,Child nutrition,,,IDX,Index,6.5
HND,Honduras,CHLD_VULNERABILITY,Child vulnerability,,,IDX,Index,4.3
HND,Honduras,CLIMATE_ENV_SHOCKS,Climate and environmental shocks,,,IDX,Index,6.5
HND,Honduras,COMM_ASSETS,Communication assets,,,IDX,Index,5.4
HND,Honduras,DENGUE,Dengue,,,IDX,Index,8.5
HND,Honduras,EDUCATION,Education,,,IDX,Index,3.1
